experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
e5986782-1c92-46e1-8559-20a135904805,2022-07-22-17-50-04,2022-07-22-17-50-04,True,2022-07-22 17:50:04.371049,,,Pipeline has been started.,experiment.csv,,,2022-07-22 17:50:04.383810
e5986782-1c92-46e1-8559-20a135904805,2022-07-22-17-50-04,2022-07-22-17-50-04,False,2022-07-22 17:50:04.371049,2022-07-22 17:54:01.925559,0 days 00:03:57.554510,Pipeline has been completed.,experiment.csv,0.2909068396557447,True,2022-07-22 17:54:01.928560
83a5c576-8af0-4014-bbe5-f2257ec5d20c,2022-07-22-17-57-12,2022-07-22-17-57-12,True,2022-07-22 17:57:12.143940,,,Pipeline has been started.,experiment.csv,,,2022-07-22 17:57:12.153980
83a5c576-8af0-4014-bbe5-f2257ec5d20c,2022-07-22-17-57-12,2022-07-22-17-57-12,False,2022-07-22 17:57:12.143940,2022-07-22 18:01:23.240534,0 days 00:04:11.096594,Pipeline has been completed.,experiment.csv,0.28871285420965437,True,2022-07-22 18:01:23.244531
f887e30c-de9b-4b42-88c5-021cb9c97f12,2022-07-26-23-29-11,2022-07-26-23-29-11,True,2022-07-26 23:29:11.784741,,,Pipeline has been started.,experiment.csv,,,2022-07-26 23:29:11.785769
f887e30c-de9b-4b42-88c5-021cb9c97f12,2022-07-26-23-29-11,2022-07-26-23-29-11,False,2022-07-26 23:29:11.784741,2022-07-26 23:33:26.896302,0 days 00:04:15.111561,Pipeline has been completed.,experiment.csv,0.29179901521208607,True,2022-07-26 23:33:26.901300
